"ID of id","nodeName","ID of typeid","ID of parentid","ID of sourceid"
17701,"vform",17311,14127,17701
17858,"mainClass",157,17769,17858
17859,"rawVersionString",157,17769,17859
17860,"version",17778,17769,17860
17862,"provides",17861,17769,17862
17863,"uses",1942,17769,17863
17865,"opens",17864,17769,17865
17867,"exports",17866,17769,17867
17869,"requires",17868,17769,17869
17870,"packages",1942,17769,17870
17871,"automatic",88,17769,17871
17872,"open",88,17769,17872
17873,"modifiers",17851,17769,17873
17874,"strict",88,17769,17874
17875,"name",157,17769,17875
17907,"length",87,17906,17907
17910,"MANDATED",17815,17815,17910
17911,"SYNTHETIC",17815,17815,17911
17958,"length",87,17957,17958
17961,"MANDATED",17850,17850,17961
17962,"SYNTHETIC",17850,17850,17962
17963,"AUTOMATIC",17850,17850,17963
17964,"OPEN",17850,17850,17964
17996,"length",87,17995,17996
17999,"MANDATED",17796,17796,17999
18000,"SYNTHETIC",17796,17796,18000
18060,"length",87,18059,18060
18063,"MANDATED",17831,17831,18063
18064,"SYNTHETIC",17831,17831,18064
18065,"STATIC",17831,17831,18065
18066,"TRANSITIVE",17831,17831,18066
18175,"length",87,18174,18175
18180,"length",87,18179,18180
18253,"impl",18254,14440,18253
18327,"ENQUEUED",18326,10683,18327
18328,"NULL",18326,10683,18328
18396,"length",87,18395,18396
18410,"length",87,18409,18410
18446,"length",87,18445,18446
18453,"accessCheckCache",79,18375,18453
18454,"reflectionFactory",18455,18375,18454
18456,"override",88,18375,18456
18464,"length",87,18463,18464
18477,"length",87,18476,18477
18507,"length",87,18506,18507
18561,"length",87,18560,18561
18602,"length",87,18601,18602
18628,"length",87,18627,18628
18639,"length",87,18638,18639
18679,"length",87,18678,18679
18854,"DECLARED",87,15927,18854
18855,"PUBLIC",87,15927,18855
18909,"length",87,18908,18909
18945,"length",87,18944,18945
18959,"length",87,18958,18959
19106,"length",87,19105,19106
19229,"ROUND_UNNECESSARY",87,458,19229
19233,"ROUND_HALF_EVEN",87,458,19233
19237,"ROUND_HALF_DOWN",87,458,19237
19241,"ROUND_HALF_UP",87,458,19241
19245,"ROUND_FLOOR",87,458,19245
19249,"ROUND_CEILING",87,458,19249
19253,"ROUND_DOWN",87,458,19253
19257,"ROUND_UP",87,458,19257
19261,"TEN",458,458,19261
19262,"TWO",458,458,19262
19263,"ONE",458,458,19263
19264,"ZERO",458,458,19264
19265,"INFLATED",2854,458,19265
19359,"length",87,19358,19359
19425,"bnExpModThreshTable",132,19048,19425
19426,"TEN",19048,19048,19426
19427,"TWO",19048,19048,19427
19428,"ONE",19048,19048,19428
19429,"ZERO",19048,19048,19429
19430,"BURNIKEL_ZIEGLER_OFFSET",87,19048,19430
19431,"BURNIKEL_ZIEGLER_THRESHOLD",87,19048,19431
19432,"LONG_MASK",2854,19048,19432
19433,"mag",132,19048,19433
19434,"signum",87,19048,19434
19451,"roundingMode",19078,19082,19451
19452,"precision",87,19082,19452
19453,"DECIMAL128",19082,19082,19453
19454,"DECIMAL64",19082,19082,19454
19455,"DECIMAL32",19082,19082,19455
19456,"UNLIMITED",19082,19082,19456
19490,"length",87,19489,19490
19493,"oldMode",87,19078,19493
19494,"UNNECESSARY",19078,19078,19494
19495,"HALF_EVEN",19078,19078,19495
19496,"HALF_DOWN",19078,19078,19496
19497,"HALF_UP",19078,19078,19497
19498,"FLOOR",19078,19078,19498
19499,"CEILING",19078,19078,19499
19500,"DOWN",19078,19078,19500
19501,"UP",19078,19078,19501
19541,"family",87,19526,19541
19542,"address",87,19526,19542
19543,"hostName",157,19526,19543
19544,"originalHostName",157,19526,19544
19556,"length",87,19555,19556
19613,"PLATFORM_LOOKUP_POLICY",19614,11897,19613
19615,"impl",19616,11897,19615
19617,"holder",19526,11897,19617
19618,"IPv6",87,11897,19618
19619,"IPv4",87,11897,19619
19749,"length",87,19748,19749
19752,"SOCKS",19716,19716,19752
19753,"HTTP",19716,19716,19753
19754,"DIRECT",19716,19716,19754
19768,"NO_PROXY",19744,19744,19768
19772,"serialVersionUID",2854,19762,19772
19860,"serialVersionUID",2854,7615,19860
19972,"handlers",19963,7617,19972
19973,"handler",19877,7617,19973
19974,"serialVersionUID",2854,7617,19974
19975,"BUILTIN_HANDLERS_PREFIX",157,7617,19975
20082,"connected",88,19507,20082
20083,"ifModifiedSince",2854,19507,20083
20084,"useCaches",88,19507,20084
20085,"allowUserInteraction",88,19507,20085
20086,"doOutput",88,19507,20086
20087,"doInput",88,19507,20087
20088,"url",7617,19507,20088
20157,"IPV6_FIRST",87,19614,20157
20158,"IPV4_FIRST",87,19614,20158
20159,"IPV6",87,19614,20159
20160,"IPV4",87,19614,20160
20230,"segment",14147,14374,20230
20231,"address",2854,14374,20231
20232,"SPLITERATOR_CHARACTERISTICS",87,14374,20232
20233,"SCOPED_MEMORY_ACCESS",20234,14374,20233
20235,"UNSAFE",20236,14374,20235
20416,"nativeByteOrder",88,9938,20416
20417,"bigEndian",88,9938,20417
20418,"isReadOnly",88,9938,20418
20419,"offset",87,9938,20419
20420,"hb",7475,9938,20420
20426,"LITTLE_ENDIAN",14108,14108,20426
20427,"BIG_ENDIAN",14108,14108,20427
20577,"isReadOnly",88,8800,20577
20578,"offset",87,8800,20578
20579,"hb",7423,8800,20579
20691,"isReadOnly",88,20243,20691
20692,"offset",87,20243,20692
20693,"hb",14348,20243,20693
20805,"isReadOnly",88,20253,20805
20806,"offset",87,20253,20806
20807,"hb",14358,20253,20807
20919,"isReadOnly",88,20273,20919
20920,"offset",87,20273,20920
20921,"hb",132,20273,20921
